FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5
Almen,Abdi,MID,WAT,5000000,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,250,0,0,0,0,0,0,0,Man City,,,,
Charlie,Adam,MID,STK,4600000,0,59,0.531531531531532,1.15550332941637E-07,1.28260869565217E-05,0,54573,7,23,0,0,0,1,0,12.8,0,-4,0,59,4,0,0,0,5,0,6,0,4,0.3,60731,0,109,0,1,1491,0,0,0,218,Southampton,,,,
Albert,Adomah,MID,MID,5400000,0,3,1.5,2.77777777777778E-07,5.55555555555556E-07,0,10306,0,2,0,0,0,0,0,0.6,0,-1,0,3,1,0,0,0,0,0,0,0,0,0,883,0,0,0,0,122,0,0,0,6,Liverpool,,,,
,Adrián,GLK,WHU,4600000,2,64,0.576576576576577,1.25342734038386E-07,1.39130434782609E-05,0,111420,1,25,0,53,0,0,0,13.9,0,-4,0,64,4,0.4,0,2,6,0,6,0,0,1.7,60355,0,356,0,0,1440,0,0,0,311,Burnley,,,,
Ibrahim,Afellay,MID,STK,5400000,0,15,1.3,2.40740740740741E-07,2.77777777777778E-06,0,1415,0,5,0,0,0,0,0,2.8,0,-1,0,15,1,0,0,0,0,0,0,0,0,0,1183,0,270,0,0,384,0,0,0,63,Southampton,,,,
Benik,Afobe,FWD,BOU,5300000,1,88,2.8,5.28301886792453E-07,1.66037735849057E-05,0,198000,1,24,0,0,0,6,0,16.6,0,-7,0,88,7,0.1,1,0.5,9,0,5,0,5,1.2,217579,0,146,0,1,1458,0,0,0,259,Leicester,,,,
Sergio,Agüero,FWD,MCI,12700000,16,175,5.6,4.40944881889764E-07,1.37795275590551E-05,0,3691225,4,30,0,0,0,20,0,13.8,0,-3,0,175,3,0.6,1,7.3,32,0,8,0,5,17.6,2641949,0,789,0,6,2404,0,0,1,640,Watford,,,,
Daniel,Agyei,FWD,BUR,4500000,0,3,0.027027027027027,6.00600600600601E-09,6.66666666666667E-07,0,472,0,0,0,0,0,0,0,0.7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,848,0,0,0,0,25,0,0,0,6,West Ham,,,,
Ola,Aina,DEF,CHE,4500000,0,3,0.027027027027027,6.00600600600601E-09,6.66666666666667E-07,0,4846,0,0,0,0,0,0,0,0.7,0,-5,0,3,5,0.1,0,0.3,0,0,0,0,0,0.1,707,0,0,0,0,26,0,0,0,9,Sunderland,,,,
Nathan,Aké,DEF,CHE,3900000,0,55,0.495495495495495,1.27050127050127E-07,1.41025641025641E-05,0,504357,1,20,0,0,0,3,0,14.1,0,-6,0,55,6,0.3,0,1,8,0,3,0,1,6.1,662287,0,232,0,2,834,0,0,0,267,Sunderland,,,,
Chuba,Akpom,FWD,ARS,5100000,0,0,0,0,0,0,8991,0,0,0,0,0,0,0,0,0,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,1395,0,0,0,0,0,0,0,0,0,Everton,,,,
Marc,Albrighton,MID,LEI,5000000,2,95,2.9,5.8E-07,1.9E-05,0,98080,5,47,0,0,0,2,0,19,0,-5,0,95,5,0.5,0,2.3,3,0,8,0,6,2.5,131785,0,519,0,0,2412,0,0,0,468,Bournemouth,,,,
Toby,Alderweireld,DEF,TOT,6400000,8,120,4,6.25E-07,1.875E-05,0,658121,1,17,0,0,0,1,0,18.8,0,-1,0,120,1,0.6,0,4,4,0,14,0,0,9.6,160957,0,598,0,0,2601,0,0,0,611,Hull City,,,,
Trent,Alexander-Arnold,MID,LIV,4300000,0,8,0.0720720720720721,1.67609469935051E-08,1.86046511627907E-06,0,1947,0,2,0,0,0,0,0,1.9,0,-2,0,8,2,0,0,0,0,0,0,0,0,0,1988,0,0,0,0,167,0,0,0,32,Middlesbrough,,,,
Joe,Allen,MID,STK,4900000,2,118,3.3,6.73469387755102E-07,2.40816326530612E-05,0,1158239,9,49,0,0,0,6,0,24.1,0,-1,0,118,1,0.3,0,1.5,10,0,10,0,3,6.4,1309096,0,132,0,1,2930,0,0,0,525,Southampton,,,,
Bamidele,Alli,MID,TOT,9100000,11,225,6.1,6.7032967032967E-07,2.47252747252747E-05,0,1086898,4,22,0,0,0,18,0,24.7,0,6,0,225,-6,0.7,0,6,17,0,17,0,11,32.3,1996300,0,666,0,4,3036,0,0,0,679,Hull City,,,,
Ryan,Allsop,GLK,BOU,4000000,3,3,0.027027027027027,6.75675675675676E-09,7.5E-07,0,1668,0,1,0,4,0,0,0,0.8,0,0,0,3,0,0.4,0,1.5,0,0,0,0,0,0.1,3634,0,0,0,0,90,0,0,0,17,Leicester,,,,
Marcos,Alonso,DEF,CHE,6900000,2,177,5.7,8.26086956521739E-07,2.56521739130435E-05,0,401236,2,19,0,0,0,6,0,25.7,0,9,0,177,-9,0.5,0,3.3,11,0,15,0,5,16,1016747,0,0,0,3,2693,0,0,0,675,Sunderland,,,,
Daniel,Amartey,MID,LEI,4300000,1,53,2.2,5.11627906976744E-07,1.23255813953488E-05,0,27227,3,35,0,0,0,1,0,12.3,0,-2,0,53,2,0.3,0,1.3,3,0,4,0,1,0.2,28208,0,23,0,1,1673,0,0,0,262,Bournemouth,,,,
Jordi,Amat,DEF,SWA,3800000,0,21,1.2,3.15789473684211E-07,5.52631578947368E-06,0,513326,5,36,0,0,0,0,0,5.5,0,-2,0,21,2,0,0,0,0,0,2,0,0,7.4,439690,0,63,0,0,1409,0,0,0,237,West Brom,,,,
Nordin,Amrabat,MID,WAT,5000000,1,65,2.2,4.4E-07,1.3E-05,0,17333,4,51,0,0,0,0,0,13,0,0,0,65,0,0.2,0,1,5,0,4,0,3,0.1,16321,0,74,0,0,2091,0,0,0,263,Man City,,,,
Keshi,Anderson,FWD,CRY,4500000,0,0,0,0,0,0,2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858,0,0,0,0,0,0,0,0,0,Man Utd,,,,
,Angelino,DEF,MCI,4300000,0,0,0,0,0,0,2844,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,987,0,0,0,0,0,0,0,0,0,Watford,,,,
Victor,Anichebe,FWD,SUN,4300000,0,48,0.432432432432432,1.00565681961031E-07,1.11627906976744E-05,0,338402,2,21,0,0,0,3,0,11.2,0,-2,0,48,2,0.1,0,0.3,5,0,3,0,1,2.2,414309,0,0,0,1,1219,0,0,0,166,Chelsea,,,,
Michail,Antonio,MID,WHU,6700000,0,132,4.6,6.86567164179104E-07,1.97014925373134E-05,0,1375903,4,43,0,0,0,9,0,19.7,0,-3,0,132,3,0,0,0,8,0,7,0,8,5.3,1367226,0,452,0,3,2433,0,0,1,410,Burnley,,,,
Ikechi,Anya,MID,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,6143,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,398,0,176,0,0,10,0,0,0,3,Man City,,,,
Álvaro,Arbeloa,DEF,WHU,4500000,0,0,0,0,0,0,5936,3,9,0,0,0,0,0,0,0,-5,0,0,5,0,0,0,0,0,0,0,0,0.1,5625,0,0,0,0,258,0,0,0,34,Burnley,,,,
Scott,Arfield,MID,BUR,5200000,2,69,2.2,4.23076923076923E-07,1.32692307692308E-05,0,8214,3,36,0,0,0,1,0,13.3,0,-3,0,69,3,0.4,0,2,3,0,6,0,2,0.1,4813,0,0,0,1,2103,0,0,0,253,West Ham,,,,
Giedrius,Arlauskis,GLK,WAT,4000000,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,Man City,,,,
Marko,Arnautovic,MID,STK,7100000,0,117,3.7,5.2112676056338E-07,1.64788732394366E-05,0,150112,9,43,0,0,0,6,0,16.5,0,-4,0,117,4,0.4,1,2.5,8,0,9,0,7,1,108677,0,528,0,3,2713,0,0,1,401,Southampton,,,,
Harry,Arter,MID,BOU,5000000,0,84,2.4,4.8E-07,1.68E-05,0,24970,11,62,0,0,0,1,0,16.8,0,0,0,84,0,0.3,1,1.5,6,0,9,0,4,0.3,26546,0,188,0,0,2956,0,0,1,513,Leicester,,,,
Takuma,Asano,FWD,ARS,4900000,0,0,0,0,0,0,4515,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,Everton,,,,
Joel,Asoro,MID,SUN,4400000,0,1,0.00900900900900901,2.04750204750205E-09,2.27272727272727E-07,0,671,0,0,0,0,0,0,0,0.2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,572,0,0,0,0,10,0,0,0,3,Chelsea,,,,
Charlie,Austin,FWD,SOU,6300000,2,62,4.1,6.50793650793651E-07,9.84126984126984E-06,0,901567,1,8,0,0,0,6,0,9.8,0,-2,0,62,2,0.1,0,0.8,10,0,6,0,1,1.8,871921,0,32,0,1,934,0,0,0,218,Stoke,,,,
Daniel,Ayala,DEF,MID,4700000,1,31,0.279279279279279,5.94211232509105E-08,6.59574468085106E-06,0,12781,3,16,0,0,0,1,0,6.6,0,-3,0,31,3,0.1,0,0.5,0,0,3,0,0,0.1,7741,0,0,0,0,918,0,0,0,174,Liverpool,,,,
André,Ayew,MID,WHU,7100000,13,89,0.801801801801802,1.1292983123969E-07,1.25352112676056E-05,0,283937,1,25,0,0,0,6,0,12.5,0,-4,0,89,4,1.1,0,7.5,5,0,6,0,3,1,19372,0,524,0,1,1439,0,0,0,257,Burnley,,,,
Jordan,Ayew,FWD,SWA,5000000,8,39,0.351351351351351,7.02702702702703E-08,7.8E-06,0,13123,1,7,0,0,0,1,0,7.8,0,0,0,39,0,1,0,5,2,0,5,0,4,0.6,39594,0,0,0,0,867,0,0,0,122,West Brom,,,,
César,Azpilicueta,DEF,CHE,6400000,2,170,4.5,7.03125E-07,2.65625E-05,0,621199,4,33,0,0,0,1,0,26.6,0,4,0,170,-4,1.1,0,7.3,22,0,16,0,5,18.1,822321,0,470,0,2,3420,0,0,0,872,Sunderland,,,,
,Baba Rahman,DEF,CHE,5500000,0,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,138,0,0,0,0,0,0,0,Sunderland,,,,
Eric,Bailly,DEF,MUN,5500000,7,105,4.2,7.63636363636364E-07,1.90909090909091E-05,0,619970,4,15,0,0,0,0,0,19.1,0,0,0,105,0,0.8,0,4.3,14,0,13,0,0,8.3,419364,0,0,0,1,2058,0,0,0,542,Crystal Palace,,,,
Leighton,Baines,DEF,EVE,5800000,3,135,4.2,7.24137931034483E-07,2.32758620689655E-05,0,763137,4,34,0,0,0,2,0,23.3,0,3,0,135,-3,0.9,1,5,15,0,11,0,5,11,862138,0,212,0,1,2819,0,0,0,647,Arsenal,,,,
Mario,Balotelli,FWD,LIV,6300000,0,0,0,0,0,0,12103,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2168,0,0,0,0,0,0,0,0,0,Middlesbrough,,,,
Patrick,Bamford,FWD,MID,4900000,2,21,0.189189189189189,3.86100386100386E-08,4.28571428571429E-06,0,6312,1,8,0,0,0,1,0,4.3,0,-1,0,21,1,1,0,5,2,0,0,0,0,0.1,8094,0,0,0,0,326,0,0,0,59,Liverpool,,,,
Alex,Baptiste,DEF,MID,4000000,0,0,0,0,0,0,3743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2624,0,0,0,0,0,0,0,0,0,Liverpool,,,,
Phil,Bardsley,DEF,STK,4200000,0,27,0.243243243243243,5.79150579150579E-08,6.42857142857143E-06,0,11939,4,17,0,0,0,0,0,6.4,0,-3,0,27,3,0,0,0,0,0,3,0,0,0.1,9225,0,107,0,0,1168,0,0,1,174,Southampton,,,,
Ross,Barkley,MID,EVE,7000000,2,144,4,5.71428571428571E-07,2.05714285714286E-05,0,840303,5,36,0,0,0,5,0,20.6,0,-5,0,144,5,0.9,0,6,11,0,12,0,11,6.6,716987,0,654,0,2,2900,0,0,0,534,Arsenal,,,,
Ashley,Barnes,FWD,BUR,4600000,1,81,0.72972972972973,1.58636897767333E-07,1.76086956521739E-05,0,247238,6,27,0,0,0,6,0,17.6,0,1,0,81,-1,0.2,0,1,10,0,6,0,3,4.3,414165,0,0,0,2,1774,0,0,1,241,West Ham,,,,
Antonio,Barragán,DEF,MID,4300000,0,71,2.7,6.27906976744186E-07,1.65116279069767E-05,0,134790,5,32,0,0,0,0,0,16.5,0,-2,0,71,2,0,0,0,8,0,7,0,0,1,150805,0,0,0,0,2193,0,0,0,455,Liverpool,,,,
Modou,Barrow,FWD,SWA,5000000,0,34,1.9,3.8E-07,6.8E-06,0,123234,1,23,0,0,0,0,0,6.8,0,0,0,34,0,0,0,0,0,0,4,0,2,0.6,111792,0,120,0,0,1145,0,0,0,136,West Brom,,,,
Gareth,Barry,MID,EVE,4300000,1,68,2.1,4.88372093023256E-07,1.58139534883721E-05,0,390558,10,28,0,0,0,2,0,15.8,0,-2,0,68,2,0.2,0,1,3,0,7,0,1,3.2,388396,0,418,0,0,2109,0,0,0,371,Arsenal,,,,
Joey,Barton,MID,BUR,4100000,0,37,2.6,6.34146341463415E-07,9.02439024390244E-06,0,18956,4,16,0,0,0,1,0,9,0,-4,0,37,4,0,0,0,0,0,4,0,2,0.1,24189,0,0,0,0,1105,0,0,0,205,West Ham,,,,
Borja,Bastón,FWD,SWA,6600000,0,32,0.288288288288288,4.36800436800437E-08,4.84848484848485E-06,0,10268,0,11,0,0,0,1,0,4.8,0,-4,0,32,4,0,0,0,1,0,1,0,2,0,6912,0,0,0,0,561,0,0,0,83,West Brom,,,,
Michy,Batshuayi,FWD,CHE,8400000,12,48,2.4,2.85714285714286E-07,5.71428571428571E-06,0,130984,0,3,0,0,0,5,0,5.7,0,-6,0,48,6,0.9,0,7.7,4,0,0,0,1,1.2,76666,0,0,0,0,254,0,0,0,169,Sunderland,,,,
Daniel,Batty,MID,HUL,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tottenham,,,,
Asmir,Begovic,GLK,CHE,4600000,0,2,0.018018018018018,3.91696043869957E-09,4.34782608695652E-07,0,7024,0,5,0,1,0,0,0,0.4,0,-4,0,2,4,0.1,0,0.3,0,0,0,0,0,0.2,3507,0,150,0,0,180,0,0,0,17,Sunderland,,,,
Valon,Behrami,MID,WAT,4500000,2,48,1.8,4E-07,1.06666666666667E-05,0,17609,7,39,0,0,0,0,0,10.7,0,0,0,48,0,0.4,0,1.7,0,0,5,0,0,0.2,13015,0,127,0,0,2030,0,0,0,258,Man City,,,,
Héctor,Bellerín,DEF,ARS,6500000,8,119,3.6,5.53846153846154E-07,1.83076923076923E-05,0,1025895,4,34,0,0,0,1,0,18.3,0,0,0,119,0,0.8,0,5.5,12,0,10,0,5,13.9,403777,0,541,0,2,2503,0,0,0,569,Everton,,,,
Yohan,Benalouane,DEF,LEI,4000000,0,27,0.243243243243243,6.08108108108108E-08,6.75E-06,0,16610,4,15,0,0,0,0,0,6.8,0,0,0,27,0,0.1,0,0.3,0,0,4,0,0,1,49109,0,15,0,0,917,0,0,0,156,Bournemouth,,,,
Nabil,Bentaleb,MID,TOT,4500000,0,0,0,0,0,0,4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,29,0,0,0,0,0,0,0,Hull City,,,,
Saido,Berahino,FWD,STK,6000000,0,26,0.234234234234234,3.9039039039039E-08,4.33333333333333E-06,0,66156,1,13,0,0,0,0,0,4.3,0,-5,0,26,5,0.1,0,0.5,0,0,4,0,0,0.5,35630,0,226,0,0,963,0,0,0,50,Southampton,,,,
Steven,Berghuis,MID,WAT,5000000,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,55,0,0,0,0,0,0,0,Man City,,,,
,Bernardo,DEF,MID,4200000,0,35,0.315315315315315,7.50750750750751E-08,8.33333333333333E-06,0,7464,2,13,0,0,0,0,0,8.3,0,-3,0,35,3,0,0,0,3,0,4,0,0,0.1,10310,0,0,0,0,975,0,0,0,198,Liverpool,,,,
Ryan,Bertrand,DEF,SOU,5600000,2,123,4.4,7.85714285714286E-07,2.19642857142857E-05,0,155465,3,36,0,0,0,2,0,22,0,1,0,123,-1,0.2,0,1.3,9,0,12,0,5,3.9,278302,0,415,0,2,2507,0,0,0,575,Stoke,,,,
Muhamed,Besic,MID,EVE,4300000,0,0,0,0,0,0,1586,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,1121,0,75,0,0,0,0,0,0,0,Arsenal,,,,
Daley,Blind,DEF,MUN,5200000,0,98,4.3,8.26923076923077E-07,1.88461538461538E-05,0,495245,2,17,0,0,0,1,0,18.8,0,-3,0,98,3,0.1,0,0.3,14,0,9,0,2,4.7,520834,0,477,0,2,1830,0,0,0,525,Crystal Palace,,,,
Hiram,Boateng,MID,CRY,4500000,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,Man Utd,,,,
,Bojan,MID,STK,5500000,0,30,3.3,6E-07,5.45454545454545E-06,0,110043,1,12,0,0,0,3,0,5.5,0,-5,0,30,5,0,1,0,4,0,0,0,0,0.7,46643,0,360,0,0,475,0,0,0,93,Southampton,,,,
Yannick,Bolasie,MID,EVE,5600000,0,45,3.2,5.71428571428571E-07,8.03571428571429E-06,0,420994,3,14,0,0,0,1,0,8,0,-4,0,45,4,0,0,0,3,0,3,0,4,1.7,293045,0,469,0,0,1048,0,0,0,172,Arsenal,,,,
Wilfried,Bony,FWD,STK,6900000,0,29,0.261261261261261,3.78639509074292E-08,4.20289855072464E-06,0,131699,1,12,0,0,0,2,0,4.2,0,-6,0,29,6,0,0,0,3,0,3,0,0,0.6,113833,0,249,0,1,684,0,0,0,92,Southampton,,,,
Fabio,Borini,FWD,SUN,5100000,2,49,2,3.92156862745098E-07,9.6078431372549E-06,0,90177,5,34,0,0,0,2,0,9.6,0,-4,0,49,4,0.3,0,1.7,3,0,5,0,0,0.6,34881,0,280,0,0,1742,0,0,0,177,Chelsea,,,,
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0,0,0,0,3079,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,142,0,123,0,0,0,0,0,0,0,Crystal Palace,,,,
Artur,Boruc,GLK,BOU,4500000,0,120,3.4,7.55555555555556E-07,2.66666666666667E-05,0,282288,2,63,0,115,0,0,0,26.7,0,0,0,120,0,0.2,0,1,7,0,9,0,0,6.2,315307,0,281,2,2,3150,0,0,0,657,Leicester,,,,
Sofiane,Boufal,MID,SOU,6700000,0,40,0.36036036036036,5.37851284119941E-08,5.97014925373134E-06,0,13185,5,22,0,0,0,1,0,6,0,-3,0,40,3,0.1,0,0.8,1,0,3,0,1,0.1,13523,0,0,0,0,1104,0,0,0,160,Stoke,,,,
Jarrod,Bowen,FWD,HUL,4500000,2,8,0.0720720720720721,1.6016016016016E-08,1.77777777777778E-06,0,5512,0,8,0,0,0,0,0,1.8,0,0,0,8,0,0.3,0,1.5,0,0,0,0,0,0.1,6158,0,0,0,0,181,0,0,0,21,Tottenham,,,,
George,Boyd,MID,BUR,5100000,0,92,2.6,5.09803921568628E-07,1.80392156862745E-05,0,16541,3,45,0,0,0,2,0,18,0,-4,0,92,4,0.1,0,0.5,2,0,9,0,2,0.2,14561,0,0,0,0,2837,0,0,0,386,West Ham,,,,
Robbie,Brady,MID,BUR,5500000,2,39,0.351351351351351,6.38820638820639E-08,7.09090909090909E-06,0,24253,1,11,0,0,0,1,0,7.1,0,0,0,39,0,0.2,0,1,4,0,1,0,3,0.2,32971,0,0,0,0,719,0,0,0,143,West Ham,,,,
Cameron,Brannagan,MID,LIV,4200000,0,0,0,0,0,0,3798,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2852,0,27,0,0,0,0,0,0,0,Middlesbrough,,,,
Claudio,Bravo,GLK,MCI,5000000,0,73,3.3,6.6E-07,1.46E-05,0,126047,0,26,0,33,0,0,0,14.6,0,-5,0,73,5,0,0,0,3,0,6,0,0,1.2,126740,0,0,1,1,1968,0,0,0,366,Watford,,,,
Rhian,Brewster,FWD,LIV,4500000,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,Middlesbrough,,,,
Miguel,Britos,DEF,WAT,4200000,0,71,2.6,6.19047619047619E-07,1.69047619047619E-05,0,78301,6,36,0,0,0,1,0,16.9,0,-3,0,71,3,0,0,0,8,0,6,0,2,0.7,99068,0,205,0,2,2280,0,0,2,413,Man City,,,,
Leon,Britton,MID,SWA,4400000,2,32,0.288288288288288,6.55200655200655E-08,7.27272727272727E-06,0,4128,3,24,0,0,0,0,0,7.3,0,-1,0,32,1,0.6,0,2.5,0,0,5,0,0,0.1,2104,0,166,0,0,1163,0,0,0,200,West Brom,,,,
Marcus,Browne,MID,WHU,4500000,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,Burnley,,,,
Tyias,Browning,DEF,EVE,3900000,0,0,0,0,0,0,122981,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,136601,0,22,0,0,0,0,0,0,0,Arsenal,,,,
Alex,Bruce,DEF,HUL,4000000,0,0,0,0,0,0,7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4750,0,0,0,0,0,0,0,0,0,Tottenham,,,,
Chris,Brunt,DEF,WBA,4800000,1,99,0.891891891891892,1.85810810810811E-07,2.0625E-05,0,176009,5,37,0,0,0,3,0,20.6,0,-2,0,99,2,0.3,0,1.3,11,0,4,0,4,2.3,259739,0,230,0,2,2477,0,0,0,462,Swansea,,,,
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2499,0,0,0,0,0,0,0,0,0,Burnley,,,,
Jack,Butland,GLK,STK,4500000,10,20,0.18018018018018,4.004004004004E-08,4.44444444444444E-06,0,149322,0,8,0,17,0,0,0,4.4,0,-5,0,20,5,1.1,0,5,2,0,2,0,0,0.9,11577,0,341,0,1,450,0,0,0,104,Southampton,,,,
Sam,Byram,DEF,WHU,4200000,2,29,0.261261261261261,6.22050622050622E-08,6.9047619047619E-06,0,35188,5,27,0,0,0,0,0,6.9,0,-3,0,29,3,0.2,0,1,2,0,3,0,1,0.3,18111,0,39,0,0,1249,0,0,1,198,Burnley,,,,
Willy,Caballero,GLK,MCI,4800000,6,64,0.576576576576577,1.2012012012012E-07,1.33333333333333E-05,0,56052,0,13,0,31,0,0,0,13.3,0,-2,0,64,2,0.8,0,3.7,1,0,6,0,0,3.8,200925,0,45,1,0,1452,0,0,0,295,Watford,,,,
Yohan,Cabaye,MID,CRY,5600000,0,91,2.8,5E-07,1.625E-05,0,162568,7,41,0,0,0,4,0,16.3,0,-4,0,91,4,0.2,1,1,6,0,7,0,4,1.1,56757,0,397,0,1,2125,0,0,0,411,Man Utd,,,,
Martín,Cáceres,DEF,SOU,5000000,0,2,0.018018018018018,3.6036036036036E-09,4E-07,0,300,0,1,0,0,0,0,0,0.4,0,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0,552,0,0,0,0,90,0,0,0,16,Stoke,,,,
Gary,Cahill,DEF,CHE,6700000,6,178,4.8,7.16417910447761E-07,2.65671641791045E-05,0,383949,5,29,0,0,0,6,0,26.6,0,7,0,178,-7,0.6,0,4,15,0,17,0,0,15.3,727985,1,283,0,3,3296,0,0,0,778,Sunderland,,,,
Jonathan,Calleri,FWD,WHU,6600000,0,23,1.4,2.12121212121212E-07,3.48484848484849E-06,0,3752,0,4,0,0,0,1,0,3.5,0,-4,0,23,4,0.1,0,0.5,0,0,3,0,0,0.1,3790,0,0,0,0,540,0,0,0,47,Burnley,,,,
,Callum Wilson,FWD,BOU,6000000,0,63,3.1,5.16666666666667E-07,1.05E-05,0,426076,0,25,0,0,0,6,0,10.5,0,-5,0,63,5,0,0,0,2,0,6,0,1,1.1,355011,0,165,0,0,1361,0,0,0,170,Leicester,,,,
Dominic,Calvert-Lewin,FWD,EVE,4500000,0,17,0.153153153153153,3.4034034034034E-08,3.77777777777778E-06,0,5041,1,7,0,0,0,1,0,3.8,0,0,0,17,0,0,0,0,1,0,0,0,0,0.1,6866,0,0,0,0,347,0,0,0,46,Arsenal,,,,
Geoff,Cameron,DEF,STK,4200000,12,58,0.522522522522523,1.24410124410124E-07,1.38095238095238E-05,0,30942,1,25,0,0,0,0,0,13.8,0,-3,0,58,3,1.4,0,6,5,0,6,0,1,0.4,30947,0,293,0,1,1629,0,0,0,340,Southampton,,,,
Fraizer,Campbell,FWD,CRY,4400000,1,16,0.144144144144144,3.27600327600328E-08,3.63636363636364E-06,0,85979,0,4,0,0,0,1,0,3.6,0,-1,0,16,1,0.1,0,0.5,0,0,0,0,0,1,90018,0,12,0,0,165,0,0,0,56,Man Utd,,,,
Joel,Campbell,MID,ARS,5900000,0,0,0,0,0,0,5171,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,563,0,175,0,0,0,0,0,0,0,Everton,,,,
Emre,Can,MID,LIV,4800000,3,104,3.3,6.875E-07,2.16666666666667E-05,0,218450,6,28,0,0,0,5,0,21.7,0,-2,0,104,2,0.6,0,3,12,0,9,0,2,3,269132,0,399,0,2,2371,0,0,0,436,Middlesbrough,,,,
Etienne,Capoue,MID,WAT,4500000,2,131,3.5,7.77777777777778E-07,2.91111111111111E-05,0,1732884,5,60,0,0,0,7,0,29.1,0,0,0,131,0,0.8,0,3.7,14,0,7,0,2,22.9,2388057,0,347,0,3,3204,0,0,0,544,Man City,,,,
Baily,Cargill,DEF,BOU,4000000,0,1,0.00900900900900901,2.25225225225225E-09,2.5E-07,0,771,0,0,0,0,0,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1544,0,0,0,0,13,0,0,0,5,Leicester,,,,
Michael,Carrick,MID,MUN,4200000,0,42,0.378378378378378,9.00900900900901E-08,1E-05,0,140961,2,14,0,0,0,0,0,10,0,-3,0,42,3,0.2,0,1,0,0,5,0,0,1.7,153023,0,275,0,0,1601,0,0,0,297,Crystal Palace,,,,
Andy,Carroll,FWD,WHU,5900000,0,69,3.8,6.44067796610169E-07,1.16949152542373E-05,0,702853,3,27,0,0,0,7,0,11.7,0,-6,0,69,6,0,0,0,6,0,3,0,2,2,487132,0,381,0,1,1312,0,0,0,256,Burnley,,,,
